MistoPoskytovaniId,ZdravotnickeZarizeniId,Kod,NazevZarizeni,DruhZarizeni,Obec,Psc,Ulice,CisloDomovniOrientacni,Kraj,KrajCode,Okres,OkresCode,SpravniObvod,PoskytovatelTelefon,PoskytovatelFax,PoskytovatelEmail,PoskytovatelWeb,Ico,TypOsoby,PravniFormaKod,KrajCodeSidlo,OkresCodeSidlo,ObecSidlo,PscSidlo,UliceSidlo,CisloDomovniOrientacniSidlo,OborPece,FormaPece,DruhPece,OdbornyZastupce,Lat,Lng
240515,161963,24717304003000,Ambulance Penta s.r.o.,Samost. ordinace všeob. prakt. lékaře,Roudnice nad Labem,41301,Alej 17. listopadu,1101,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420734640451,,iva.kadilakova@ambulancephcz.cz,www.pentahospitals.cz/ambulance-penta/,24717304,2,112,CZ010,CZ0100,Praha 1,11000,Na Florenci,2116/15,všeobecné praktické lékařství,primární ambulantní péče,,"MUDr. JIŘÍ ŠTEFAN, MBA",50.423032219377,14.249737168889
248354,161900,14072904000000,Závodní lékaři s. r. o.,Samost. ordinace všeob. prakt. lékaře,Rumburk,40801,Jiráskova,1378/4,Ústecký kraj,CZ042,Děčín,CZ0421,,420414120550,,v.prejzek@seznam.cz,,14072904,2,112,CZ042,CZ0421,Šluknov,40777,nám. Míru,344,"všeobecné praktické lékařství, vnitřní lékařství",ambulantní péče,,VRATISLAV PREJZEK,50.954345680241,14.551886131907
240310,161797,10855998000000,Ordinace Karolína s.r.o.,Samost. ordinace všeob. prakt. lékaře,Chomutov,43001,Karolíny Světlé,3632/16,Ústecký kraj,CZ042,Chomutov,CZ0422,,420474626031,,nada.lanska@centrum.cz,,10855998,2,112,CZ042,CZ0422,Chomutov,43001,Karolíny Světlé,3632/16,všeobecné praktické lékařství,primární ambulantní péče,,Naděžda Lánská,50.4605922253,13.41246634708
247660,161465,11897732000000,Ordinace Jelínková s.r.o.,Samost. ordinace všeob. prakt. lékaře,Děčín,40502,Boženy Němcové,496/2,Ústecký kraj,CZ042,Děčín,CZ0421,,420412535228,,ordinace-jelinkova@email.cz,,11897732,2,112,CZ042,CZ0421,Krásná Lípa,40746,Pražská,944/37,všeobecné praktické lékařství,ambulantní péče,,Michaela Jelínková,50.77990269174,14.216382756405
241790,161282,10788336000000,Ordinace Novosedlice s.r.o.,Samost. ordinace všeob. prakt. lékaře,Novosedlice,41731,Hraniční,369/15,Ústecký kraj,CZ042,Teplice,CZ0426,,420417570131,,anna.vot@seznam.cz,,10788336,2,112,CZ042,CZ0426,Novosedlice,41731,Hraniční,369/15,všeobecné praktické lékařství,primární ambulantní péče,,Anna Votavová,50.655402121789,13.825333642227
241011,161271,24219649004001,"MedicalHelp Česká republika s.r.o., Ústí n. Labem",Samost. ordinace všeob. prakt. lékaře,Ústí nad Labem,40001,Masarykova,1859/170,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420224946219,,objednavky@medicalhelp.cz,www.medicalhelp.cz,24219649,2,112,CZ010,CZ0100,Praha 2,12000,Malá Štěpánská,546/10,všeobecné praktické lékařství,specializovaná ambulantní péče,,Zdeňka Karamanová,50.672470419802,14.021305816821
239307,160906,10922130000000,VPL Terezín s.r.o.,Samost. ordinace všeob. prakt. lékaře,Terezín,41155,B. Němcové,36,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416782911,,ordinaceterezin@seznam.cz,,10922130,2,112,CZ042,CZ0423,Terezín,41155,B. Němcové,36,všeobecné praktické lékařství,primární ambulantní péče,,Lenka Březovská,50.510885030908,14.146628801812
238888,160549,9946241000000,JN Praktik s.r.o.,Samost. ordinace všeob. prakt. lékaře,Most,43401,Ke Koupališti,1180/1,Ústecký kraj,CZ042,Most,CZ0425,,420476441273,,ordinacepl.novotna@seznam.cz,,9946241,2,112,CZ042,CZ0425,Most,43401,Ke Koupališti,1180/1,všeobecné praktické lékařství,primární ambulantní péče,,Jana Novotná,50.497217046878,13.644937055046
238725,160378,25488627060000,"Krajská zdravotní, a.s. - Nemocnice Litoměřice, o.z.","Nemocnice, Porodnice, Léčebna pro dlouhodobě nemocné (LDN), Samost. ordinace všeob. prakt. lékaře, Zařízení LPS",Litoměřice,41201,Žitenická,2084,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420477114126,,,www.kzcr.eu,25488627,2,121,CZ042,CZ0427,Ústí nad Labem,40011,Sociální péče,3316/12,"Fyzioterapeut, Klinický logoped, Klinický psycholog, Adiktolog, Ergoterapeut, Všeobecná sestra, paliativní medicína, neonatologie, neonatologie, neonatologie, neonatologie, foniatrie, dětská kardiologie, dětská a dorostová psychiatrie, angiologie, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, urologie, traumatologie, traumatologie, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, pneumologie a ftizeologie, praktické lékařství pro děti a dorost, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, neurologie, neurologie, neurologie, lékařská mikrobiologie, klinická onkologie, klinická onkologie, kardiologie, klinická biochemie, chirurgie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětské lékařství, dermatovenerologie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie","akutní lůžková péče intenzivní, akutní lůžková péče standardní, dlouhodobá lůžková paliativní péče, jednodenní péče, následná lůžková léčebně rehabilitační péče, následná lůžková péče - standardní, primární ambulantní péče, specializovaná ambulantní péče, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská","lékárenská péče, ošetřovatelská péče, paliativní péče, zdravotnická dopravní služba","ALEŠ CHODACKI, EVA VAŇKOVÁ, Irena Voříšková, JIŘÍ BOROVEC, Jiří Štverák, MARKÉTA RUFFEROVÁ, Michal Hanauer, MUDr. PETR NAJMAN, OLGA MUČICOVÁ, Petra Bradáčová, Tomáš Hrubý, Věra Buriánová, Zuzana Koštůrová",50.540982376608,14.143310616457
228361,150061,9752561000000,Fidmed s.r.o.,Samost. ordinace všeob. prakt. lékaře,Most,43401,Lipová,807/14,Ústecký kraj,CZ042,Most,CZ0425,,420476123740,,,,9752561,2,112,CZ010,CZ0100,Praha 3,13000,Hartigova,1604/144,všeobecné praktické lékařství,primární ambulantní péče,,Yvetta Fidlerová,50.491604671463,13.651213565647
228035,139745,86712063000000,MUDr. Rostislav Lukáš,Samost. ordinace všeob. prakt. lékaře,Most,43401,J. E. Purkyně,270/5,Ústecký kraj,CZ042,Most,CZ0425,,,,gabrielova.ordinace@seznam.cz,,86712063,1,,CZ042,CZ0425,Most,43401,J. E. Purkyně,270/5,všeobecné praktické lékařství,primární ambulantní péče,,,50.507697189926,13.627345186879
227864,139606,9045121000000,Xyrix s.r.o.,"Samostatná ordinace lékaře specialisty, Samost. ordinace všeob. prakt. lékaře",Šluknov,40777,nám. Míru,149,Ústecký kraj,CZ042,Děčín,CZ0421,,420774811535,,merle@email.cz,,9045121,2,112,CZ051,CZ0513,Stráž nad Nisou,46303,Werichova,451,"všeobecné praktické lékařství, chirurgie","primární ambulantní péče, specializovaná ambulantní péče",,MARTIN VAVRUŠA,51.003757787469,14.452783258501
227712,139478,9639560000000,Ordinace MUDr. Kolář Radek s.r.o.,Samost. ordinace všeob. prakt. lékaře,Děčín,40502,Pohraniční,1288/1,Ústecký kraj,CZ042,Děčín,CZ0421,,420412374128,,ordinace@mudrkolar.cz,www.mudrkolar.cz,9639560,2,112,CZ042,CZ0421,Děčín,40502,Pohraniční,1288/1,"všeobecné praktické lékařství, chirurgie","primární ambulantní péče, specializovaná ambulantní péče",,Radek Kolář,50.779000478099,14.216032187787
227583,139375,9155716000000,KI-MED s.r.o.,Samost. ordinace všeob. prakt. lékaře,Litoměřice,41201,U Školy,160/2,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,ordinace@kimed.cz,,9155716,2,112,CZ042,CZ0423,Litoměřice,41201,Luční,2160/7,všeobecné praktické lékařství,primární ambulantní péče,,Ivana Kopřivová,50.550155472908,14.125542142601
227547,139350,9493611000000,VPL Litvínov s.r.o.,Samost. ordinace všeob. prakt. lékaře,Litvínov,43601,Tylova,661,Ústecký kraj,CZ042,Most,CZ0425,,420476111402,,VPLLitvinov@gmail.com,,9493611,2,112,CZ042,CZ0425,Litvínov,43601,Tylova,661,všeobecné praktické lékařství,primární ambulantní péče,,Yevgen Moskovka,50.604112582598,13.606728300554
227483,139305,24219649004000,"MedicalHelp Česká republika s.r.o., Chomutov",Samost. ordinace všeob. prakt. lékaře,Chomutov,43001,Čelakovského,854/12,Ústecký kraj,CZ042,Chomutov,CZ0422,,420224946219,,objednavky@medicalhelp.cz,www.medicalhelp.cz,24219649,2,112,CZ010,CZ0100,Praha 2,12000,Malá Štěpánská,546/10,všeobecné praktické lékařství,specializovaná ambulantní péče,,Zdeňka Karamanová,50.465515655946,13.418285539465
226801,138766,9201530000000,MUDr. Karla Kalivodová s.r.o.,Samost. ordinace všeob. prakt. lékaře,Budyně nad Ohří,41118,Okružní,366,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416863118,,kkalivodova@post.cz,,9201530,2,112,CZ042,CZ0423,Budyně nad Ohří,41118,Okružní,366,všeobecné praktické lékařství,primární ambulantní péče,,Karla Kalivodová,50.404936474181,14.129286466195
226703,138693,9075631000000,Helvete s.r.o.,Samost. ordinace všeob. prakt. lékaře,Kryry,43981,Oblouková,60,Ústecký kraj,CZ042,Louny,CZ0424,,420415216061,,helvetesro@seznam.cz,,9075631,2,112,CZ042,CZ0424,Podbořany,44101,,130,všeobecné praktické lékařství,primární ambulantní péče,,Radim Šindelář,50.172608133832,13.423661403543
225844,137963,7590661000000,MUDr. Petra Kleinová,Samost. ordinace všeob. prakt. lékaře,Most,43401,Vítězslava Nezvala,2678/37,Ústecký kraj,CZ042,Most,CZ0425,,420476442050,,ordinace.most@email.cz,,7590661,1,,CZ042,CZ0425,Most,43401,Ve Strži,1919/4,"všeobecné praktické lékařství, pneumologie a ftizeologie","primární ambulantní péče, specializovaná ambulantní péče",,,50.502373281084,13.637643363344
225456,137664,5209510000002,MUDr. Sédégnan Florent Natabou,Samost. ordinace všeob. prakt. lékaře,Lom,43511,Československé armády,424/4,Ústecký kraj,CZ042,Most,CZ0425,,420606894489,,,www.lekarbilina.cz,5209510,1,,CZ042,CZ0426,Bílina,41801,Sídliště U Nového nádraží,919,všeobecné praktické lékařství,primární ambulantní péče,,,50.591918871542,13.659879757533
226932,137663,3869628000004,JOCORP s.r.o.,Samost. ordinace všeob. prakt. lékaře,Varnsdorf,40747,Karlova,714,Ústecký kraj,CZ042,Děčín,CZ0421,,420412331094,,ordinacerumburk@seznam.cz,https://mudr-josef-korinek.webnode.cz/,3869628,2,112,CZ042,CZ0421,Jiříkov,40753,Březinova,730/1,všeobecné praktické lékařství,primární ambulantní péče,,"EVŽEN ČERNÝ, JOSEF KOŘÍNEK",50.899988385614,14.621165483855
225402,137590,8648433000000,MUDr. Ladislav Šproch,"Samostatná ordinace lékaře specialisty, Samost. ordinace všeob. prakt. lékaře",Žatec,43801,Svatopluka Čecha,1423,Ústecký kraj,CZ042,Louny,CZ0424,,420735896306,,sprochambulance@gmail.com,,8648433,1,,CZ042,CZ0424,Žatec,43801,Svatopluka Čecha,1423,"všeobecné praktické lékařství, vnitřní lékařství","primární ambulantní péče, specializovaná ambulantní péče",,,50.320739308467,13.5424844518
225111,137298,8501335000000,Medi KS-B s.r.o.,Samost. ordinace všeob. prakt. lékaře,Chomutov,43004,Písečná,5285,Ústecký kraj,CZ042,Chomutov,CZ0422,,420474650679,,,,8501335,2,112,CZ042,CZ0422,Chomutov,43001,Stromovka,4711,všeobecné praktické lékařství,primární ambulantní péče,,Kateřina Svejkovská,50.487314231903,13.43808762476
224967,137200,4465369000003,Džůváci s.r.o.,Samost. ordinace všeob. prakt. lékaře,Dolní Poustevna,40782,Čs. armády,228,Ústecký kraj,CZ042,Děčín,CZ0421,,420412386274,,lekar@ordinace-sluknov.cz,,4465369,2,112,CZ042,CZ0421,Šluknov,40777,nám. Míru,344,"Ergoterapeut, všeobecné praktické lékařství, vnitřní lékařství, kardiologie","primární ambulantní péče, specializovaná ambulantní péče",,MATEJ TVORÍK,50.982413098584,14.289369990492
224949,137160,1284533000002,MUDr. Antonín Pečený,Samost. ordinace všeob. prakt. lékaře,Chřibská,40744,,324,Ústecký kraj,CZ042,Děčín,CZ0421,,420412337440,,,http://www.mudrpeceny.cz/,1284533,1,,CZ042,CZ0421,Varnsdorf,40747,Lesní,3063,všeobecné praktické lékařství,primární ambulantní péče,,,50.862835936369,14.482249272225
224907,137131,60275596001000,MUDr. Jaroslav Rotek,Samost. ordinace všeob. prakt. lékaře,Liběšice,43963,,89,Ústecký kraj,CZ042,Louny,CZ0424,,420415725060,,doktor.libesice@seznam.cz,,60275596,1,,CZ042,CZ0424,Liběšice,43963,,89,všeobecné praktické lékařství,primární ambulantní péče,,,50.293436801473,13.622731190662
224767,137019,27918335826000,Mediclinic a.s.,Samost. ordinace všeob. prakt. lékaře,Děčín,40502,Weberova,1537/7,Ústecký kraj,CZ042,Děčín,CZ0421,,420844300100,,info@mediclinic.cz,http://www.mediclinic.cz,27918335,2,121,CZ064,CZ0642,Brno,61600,Minská,84/97,všeobecné praktické lékařství,primární ambulantní péče,,"IVANA ALFERIOVÁ, LUCIE HLAVÁČKOVÁ, LUDMILA HANÁKOVÁ, Milan Janáček, MUDr. Jitka Sigmundová, MUDr. MILOSLAVA KUČEROVÁ, MUDr. OLGA JANOUŠKOVÁ, MUDr. ZDENĚK POSTLER",50.758174622046,14.189737200184
244108,136143,7947887000000,ARVAMEDICA s.r.o.,Samost. ordinace všeob. prakt. lékaře,Lovosice,41002,Školní,455/5,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416594421,,ordinacelovosice@arvamedica.cz,http://arvamedica.cz,7947887,2,112,CZ042,CZ0423,Litoměřice,41201,Marie Pomocné,291/4,všeobecné praktické lékařství,primární ambulantní péče,,Marie Lukešová,50.514324030979,14.050587828033
223800,136101,7908181000000,MUDr. Jana Minaříková,Samost. ordinace všeob. prakt. lékaře,Ústí nad Labem,40001,Beethovenova,424/34,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420472741149,,,,7908181,1,,CZ042,CZ0427,Ústí nad Labem,40001,Beethovenova,424/34,všeobecné praktické lékařství,primární ambulantní péče,,,50.670599205996,14.016726342419
227163,136029,7892349000000,"Ordinace Medipeg, s.r.o.",Samost. ordinace všeob. prakt. lékaře,Proboštov,41712,Sobědružská,39/3,Ústecký kraj,CZ042,Teplice,CZ0426,,420417560020,,ordinace.lojkova@gmail.com,http://www.medipeg.cz,7892349,2,112,CZ042,CZ0426,Teplice,41501,Proboštovská,856/1,"všeobecné praktické lékařství, endokrinologie a diabetologie","primární ambulantní péče, specializovaná ambulantní péče",,MUDr. ZUZANA LOJKOVÁ,50.667994549811,13.835274506656
245089,136021,6147178000001,MIKU-MED s.r.o.,Samost. ordinace všeob. prakt. lékaře,Rumburk,40801,Tyršova,979/1,Ústecký kraj,CZ042,Děčín,CZ0421,,420412394578,,info@miku-med.cz,www.miku-med.cz,6147178,2,112,CZ051,CZ0513,Liberec,46014,Světlá,702/7,všeobecné praktické lékařství,primární ambulantní péče,,PAVLA TICHÁČKOVÁ,50.952009568462,14.554933893805
223609,135955,6991742000000,MUDr. Ivana Panochová s.r.o.,Samost. ordinace všeob. prakt. lékaře,Most,43401,Zdeňka Fibicha,2866/62,Ústecký kraj,CZ042,Most,CZ0425,,420476707250,,,http://www.mudrpanocha.cz,6991742,2,112,CZ042,CZ0425,Most,43401,Okrajová,1485/17,všeobecné praktické lékařství,primární ambulantní péče,,Karel Panocha,50.494713160656,13.630903882986
223526,135829,7200315000001,Khaled Khattib s.r.o.,Samost. ordinace všeob. prakt. lékaře,Lom,43511,Novostavby,112/5,Ústecký kraj,CZ042,Most,CZ0425,,420777715232,,k.khattib@seznam.cz,,7200315,2,112,CZ042,CZ0426,Bystřany,41761,Pražská,236,všeobecné praktické lékařství,primární ambulantní péče,,KHALED KHATTIB,50.613848290104,13.652291178737
223509,135783,7654359000000,KZ Praktic s.r.o.,Samost. ordinace všeob. prakt. lékaře,Bohušovice nad Ohří,41156,Brozanská,404,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420723503411,,mudr.zoulova@seznam.cz,,7654359,2,112,CZ042,CZ0423,Litoměřice,41201,Borůvková,593,všeobecné praktické lékařství,primární ambulantní péče,,Kamila Zoulová,50.49246198163,14.148894208292
223413,135755,7412258000000,"Všeobecný praktický lékař MAIP, s.r.o.",Samost. ordinace všeob. prakt. lékaře,Litoměřice,41201,U Školy,160/2,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420602487484,,praktiklitomerice@seznam.cz,https://praktiklitomerice.webnode.cz,7412258,2,112,CZ042,CZ0423,Litoměřice,41201,Na Kocandě,695/23,všeobecné praktické lékařství,primární ambulantní péče,,Martina Antalová,50.550155472908,14.125542142601
223354,135703,7806281000000,MUDr. KATEŘINA SOMBOTOVÁ,Samost. ordinace všeob. prakt. lékaře,Chomutov,43003,Husova,4691,Ústecký kraj,CZ042,Chomutov,CZ0422,,420733134473,,,https://www.sombotova.cz,7806281,1,,CZ042,CZ0422,Chomutov,43003,Husova,4691,všeobecné praktické lékařství,primární ambulantní péče,,,50.466967714019,13.401350622876
223014,135368,7639180000000,Prosetice s.r.o.,Samost. ordinace všeob. prakt. lékaře,Teplice,41501,Plynárenská,282,Ústecký kraj,CZ042,Teplice,CZ0426,,420417539976,,j.boldis@gmail.com,,7639180,2,112,CZ042,CZ0426,Teplice,41501,Černá cesta,3074,všeobecné praktické lékařství,primární ambulantní péče,,MUDr. JÁN BOLDIŠ,50.635317017945,13.842813539212
222958,135305,7090196000000,doktor pro lidi s.r.o.,Samost. ordinace všeob. prakt. lékaře,Ústí nad Labem,40011,SNP,2451/41,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420472773521,,svitek@email.cz,http://www.doktorprolidi.cz,7090196,2,112,CZ042,CZ0427,Ústí nad Labem,40011,SNP,2451/41,všeobecné praktické lékařství,primární ambulantní péče,,Vítek Švejda,50.668092726725,14.040625627679
222957,135296,6349200001000,Doktorum s.r.o.,Samost. ordinace všeob. prakt. lékaře,Trmice,40004,Za Humny,650/1a,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,,,info@doktorum.cz,www.doktorum.cz,6349200,2,112,CZ010,CZ0100,Praha 22,10400,Husovo náměstí,468/16,všeobecné praktické lékařství,primární ambulantní péče,,"Karla Barková, MARTA ŠIFALDOVÁ, Miloš Lapka, ONDŘEJ KRAJNÍK",50.641455747121,14.001167373479
222855,135221,7471050000000,KALIXOVÁ s.r.o.,Samost. ordinace všeob. prakt. lékaře,Děčín,40505,Jindřichova,337,Ústecký kraj,CZ042,Děčín,CZ0421,,420474525243,,,https://www.kalixova.cz,7471050,2,112,CZ042,CZ0421,Děčín,40505,Jindřichova,337,všeobecné praktické lékařství,primární ambulantní péče,,ŽELMÍRA ZUZANA LECHTÝNSKÁ KALIXOVÁ,50.78239245698,14.156627225971
222628,135023,7355599000000,POHANKA MEDICAL s.r.o.,Samost. ordinace všeob. prakt. lékaře,Horní Jiřetín,43543,Havlíkova,49/1,Ústecký kraj,CZ042,Most,CZ0425,,420602475585,,pohankamedical@gmail.com,,7355599,2,112,CZ042,CZ0425,Most,43401,Tymiánová,3416,všeobecné praktické lékařství,primární ambulantní péče,,JIŘÍ POHANKA,50.570397753843,13.551625468882
222484,134886,27305589001000,Komplexní terapie s.r.o.,Samost. ordinace všeob. prakt. lékaře,Ledvice,,,,Ústecký kraj,CZ042,Teplice,CZ0426,,420604243613,,slavikkat@tiscali.cz,,27305589,2,112,CZ042,CZ0424,Louny,44001,Martina Rakovského,2320,všeobecné praktické lékařství,primární ambulantní péče,,MUDr. Stanislav Slavík,,
222465,134866,7036337000000,ORMIK s.r.o.,Samost. ordinace všeob. prakt. lékaře,Rumburk,40801,Jiráskova,1043/3,Ústecký kraj,CZ042,Děčín,CZ0421,,420412334292,,mikulcovajana1@seznam.cz,,7036337,2,112,CZ042,CZ0421,Rumburk,40801,Jiráskova,1043/3,"všeobecné praktické lékařství, vnitřní lékařství","primární ambulantní péče, specializovaná ambulantní péče",,Jana Mikulcová,50.954301790036,14.552337333636
211854,134800,7200315000000,Khaled Khattib s.r.o.,Samost. ordinace všeob. prakt. lékaře,Bystřany,41761,Pražská,236,Ústecký kraj,CZ042,Teplice,CZ0426,,420777715232,,k.khattib@seznam.cz,,7200315,2,112,CZ042,CZ0426,Bystřany,41761,Pražská,236,všeobecné praktické lékařství,primární ambulantní péče,,KHALED KHATTIB,50.622535186244,13.862316631107
222257,134714,5900611000000,DOCTIS UL s.r.o.,Samost. ordinace všeob. prakt. lékaře,Ústí nad Labem,40001,Špitálské náměstí,3517/1b,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420778111678,,petra.krajickova@promedicus.cz,,5900611,2,112,CZ010,CZ0100,Praha 6,16200,Na dračkách,476/46,všeobecné praktické lékařství,primární ambulantní péče,,LUCIE NOVÁKOVÁ,50.662451911431,14.033009189275
222119,134559,7228201000000,ESMEDICA Litvínov s.r.o.,Samost. ordinace všeob. prakt. lékaře,Litvínov,43601,Studentská,758,Ústecký kraj,CZ042,Most,CZ0425,,420770696990,,esmedica.litvinov@gmail.com,,7228201,2,112,CZ042,CZ0425,Litvínov,43601,Studentská,758,všeobecné praktické lékařství,primární ambulantní péče,,ŠÁRKA SALAČOVÁ,50.597858131222,13.608536463435
211770,134401,7165196000000,AB - ambulance s.r.o.,Samost. ordinace všeob. prakt. lékaře,Jirkov,43111,Červenohrádecká,1559,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,,7165196,2,112,CZ042,CZ0422,Chomutov,43001,Holečkova,1962/14,všeobecné praktické lékařství,primární ambulantní péče,,Aleš Binter,50.502024295413,13.445582380348
151806,134138,27918335822000,Mediclinic a.s.,Samost. ordinace všeob. prakt. lékaře,Most,43401,Nádražní,774/1,Ústecký kraj,CZ042,Most,CZ0425,,420844300100,,info@mediclinic.cz,http://www.mediclinic.cz,27918335,2,121,CZ064,CZ0642,Brno,61600,Minská,84/97,všeobecné praktické lékařství,ambulantní péče,,"IVANA ALFERIOVÁ, LUCIE HLAVÁČKOVÁ, LUDMILA HANÁKOVÁ, Milan Janáček, MUDr. Jitka Sigmundová, MUDr. MILOSLAVA KUČEROVÁ, MUDr. OLGA JANOUŠKOVÁ, MUDr. ZDENĚK POSTLER",50.510945550007,13.658009454514
211231,133746,6781870000001,MEDIFA Radka Válková s.r.o.,Samost. ordinace všeob. prakt. lékaře,Bečov,43526,,22,Ústecký kraj,CZ042,Most,CZ0425,,420476706638,,radka.valkova@medifa.cz,,6781870,2,112,CZ042,CZ0425,Most,43401,Čsl. armády,2173/76,všeobecné praktické lékařství,primární ambulantní péče,,RADKA VÁLKOVÁ,50.449058081368,13.717111639729
211232,133744,6781870000000,MEDIFA Radka Válková s.r.o.,Samost. ordinace všeob. prakt. lékaře,Most,43401,Čsl. armády,2173/76,Ústecký kraj,CZ042,Most,CZ0425,,420476706638,,radka.valkova@medifa.cz,,6781870,2,112,CZ042,CZ0425,Most,43401,Čsl. armády,2173/76,"všeobecné praktické lékařství, infekční lékařství","primární ambulantní péče, specializovaná ambulantní péče",,RADKA VÁLKOVÁ,50.512819971735,13.637841801505
210881,133450,44558210001003,MUDr. Martina Kučerová,Samost. ordinace všeob. prakt. lékaře,Jiříkov,40753,Dvořákova,907/10,Ústecký kraj,CZ042,Děčín,CZ0421,,420417535306,,kucerom@post.cz,https://www.firmy.cz/detail/13013618-mudr-martina-kucerova-rumburk-1.html,44558210,1,,CZ042,CZ0421,Varnsdorf,40747,Československých letců,1939,všeobecné praktické lékařství,primární ambulantní péče,,,50.995188231551,14.577034319798
210490,133414,6464084000000,"Šlosar-praktik, s.r.o.",Samost. ordinace všeob. prakt. lékaře,Chomutov,43003,Husova,4691,Ústecký kraj,CZ042,Chomutov,CZ0422,,420474688637,,slosarpraktik@gmail.com,,6464084,2,112,CZ042,CZ0422,Chomutov,43003,Jabloňová,3127,všeobecné praktické lékařství,primární ambulantní péče,,Ivo Šlosar,50.466967714019,13.401350622876
241356,133391,6860796000000,TH PRACOVNÍ s.r.o.,Samost. ordinace všeob. prakt. lékaře,Žatec,43801,Oblouková,3088,Ústecký kraj,CZ042,Louny,CZ0424,,420415211559,,jaroslavatheuerova@seznam.cz,,6860796,2,112,CZ042,CZ0424,Žatec,43801,Elišky Krásnohorské,3112,všeobecné praktické lékařství,ambulantní péče,,Jaroslava Theuerová,50.327996554694,13.546112523491
194078,133161,4465369001001,Džůváci s.r.o.,Samost. ordinace všeob. prakt. lékaře,Šluknov,40777,nám. Míru,149,Ústecký kraj,CZ042,Děčín,CZ0421,,420412386274,,lekar@ordinace-sluknov.cz,,4465369,2,112,CZ042,CZ0421,Šluknov,40777,nám. Míru,344,všeobecné praktické lékařství,ambulantní péče,,MATEJ TVORÍK,51.003757787469,14.452783258501
210312,133076,6688560000000,Convamed s. r. o.,Samost. ordinace všeob. prakt. lékaře,Litvínov,43542,Hamerská,257,Ústecký kraj,CZ042,Most,CZ0425,,420476742533,,,,6688560,2,112,CZ042,CZ0425,Litvínov,43542,Hamerská,257,všeobecné praktické lékařství,primární ambulantní péče,,Helena Špinková,50.593625218168,13.572988389553
209914,133058,6500951000001,Practicus EP s.r.o.,Samost. ordinace všeob. prakt. lékaře,Řehlovice,40002,,15,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420472778147,,plzakova.e@seznam.cz,,6500951,2,112,CZ042,CZ0427,Řehlovice,40002,,15,všeobecné praktické lékařství,primární ambulantní péče,,MUDr. EVA PLZÁKOVÁ,50.593727034423,14.014339738064
246884,133056,6500951000000,Practicus EP s.r.o.,Samost. ordinace všeob. prakt. lékaře,Ústí nad Labem,40011,Stříbrnická,3034/10,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420472778147,,plzakova.e@seznam.cz,,6500951,2,112,CZ042,CZ0427,Řehlovice,40002,,15,všeobecné praktické lékařství,ambulantní péče,,MUDr. EVA PLZÁKOVÁ,50.67811362962,14.03892673639
210479,133054,2808501002000,EUC PLS s.r.o.,"Zařízení závodní preventivní péče, Samost. ordinace všeob. prakt. lékaře",Havraň,43501,,161,Ústecký kraj,CZ042,Most,CZ0425,,420222300300,,alena.rubinova@canadian.cz,http://eucpls.cz,2808501,2,112,CZ010,CZ0100,Praha 8,16000,Evropská,859/115,všeobecné praktické lékařství,primární ambulantní péče,,TOMÁŠ SLAVÍK,50.426565935542,13.590075335907
